Row_ID,Order_ID,Order_Date,Order_month,Order_year,Ship_Date,Ship_Mode,Shipping_duration,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Profit_margine
9557,CA-2015-156853,03-12-2015,Dec,2015,05-12-2015,Second Class,2,HP-14815,Harold Pawlan,Home Office,United States,Concord,New Hampshire,3301    ,East,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,184.70,7.00,0%,84.94,46%
9558,CA-2014-103086,17-10-2014,Oct,2014,19-10-2014,Second Class,2,EB-14170,Evan Bailliet,Consumer,United States,Houston,Texas,77095    ,Central,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,5.30,2.00,60%,-1.59,-30%
9559,CA-2016-129280,03-05-2016,May,2016,05-05-2016,First Class,2,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,43055    ,East,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.50,5.00,20%,34.79,26%
9560,CA-2016-129280,03-05-2016,May,2016,05-05-2016,First Class,2,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,43055    ,East,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,195.60,5.00,20%,-44.02,-23%
9561,CA-2016-129280,03-05-2016,May,2016,05-05-2016,First Class,2,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,43055    ,East,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",52.00,2.00,20%,10.39,20%
9562,CA-2016-129280,03-05-2016,May,2016,05-05-2016,First Class,2,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,43055    ,East,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),432.00,3.00,20%,-75.60,-18%
9563,CA-2016-129280,03-05-2016,May,2016,05-05-2016,First Class,2,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,43055    ,East,TEC-MA-10003589,Technology,Machines,Cisco 8961 IP Phone Charcoal,224.90,3.00,70%,-164.95,-73%
9564,CA-2016-129280,03-05-2016,May,2016,05-05-2016,First Class,2,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,43055    ,East,OFF-LA-10000081,Office Supplies,Labels,Avery 496,6.00,2.00,20%,2.10,35%
9565,CA-2015-161242,01-06-2015,Jun,2015,08-06-2015,Standard Class,7,CG-12040,Catherine Glotzbach,Home Office,United States,Los Angeles,California,90045    ,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.80,2.00,0%,5.76,49%
9566,CA-2014-130428,31-03-2014,Mar,2014,31-03-2014,Same Day,0,TG-21640,Trudy Glocke,Consumer,United States,Tampa,Florida,33614    ,South,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",1125.50,7.00,20%,98.48,9%
9567,CA-2014-130428,31-03-2014,Mar,2014,31-03-2014,Same Day,0,TG-21640,Trudy Glocke,Consumer,United States,Tampa,Florida,33614    ,South,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,12.60,5.00,70%,-10.12,-80%
9568,CA-2014-130428,31-03-2014,Mar,2014,31-03-2014,Same Day,0,TG-21640,Trudy Glocke,Consumer,United States,Tampa,Florida,33614    ,South,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",4.00,2.00,20%,1.06,26%
9569,CA-2017-104388,05-07-2017,Jul,2017,07-07-2017,First Class,2,DK-12835,Damala Kotsonis,Corporate,United States,Fremont,Nebraska,68025    ,Central,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,80.00,4.00,0%,22.39,28%
9570,CA-2015-113131,24-09-2015,Sep,2015,24-09-2015,Same Day,0,MB-17305,Maria Bertelson,Consumer,United States,Columbus,Ohio,43229    ,East,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,6.70,6.00,70%,-4.49,-67%
9571,CA-2015-113131,24-09-2015,Sep,2015,24-09-2015,Same Day,0,MB-17305,Maria Bertelson,Consumer,United States,Columbus,Ohio,43229    ,East,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",33.60,2.00,20%,1.68,5%
9572,CA-2015-113131,24-09-2015,Sep,2015,24-09-2015,Same Day,0,MB-17305,Maria Bertelson,Consumer,United States,Columbus,Ohio,43229    ,East,OFF-EN-10003068,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,15.80,2.00,20%,5.54,35%
9573,CA-2015-113131,24-09-2015,Sep,2015,24-09-2015,Same Day,0,MB-17305,Maria Bertelson,Consumer,United States,Columbus,Ohio,43229    ,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",24.40,1.00,20%,7.94,33%
9574,CA-2015-113131,24-09-2015,Sep,2015,24-09-2015,Same Day,0,MB-17305,Maria Bertelson,Consumer,United States,Columbus,Ohio,43229    ,East,OFF-AR-10003504,Office Supplies,Art,Newell 347,17.10,5.00,20%,1.93,11%
9575,CA-2015-148495,13-08-2015,Aug,2015,13-08-2015,Same Day,0,SF-20065,Sandra Flanagan,Consumer,United States,Pomona,California,91767    ,West,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,31.60,3.00,0%,10.41,33%
9576,CA-2015-143147,26-05-2015,May,2015,28-05-2015,Second Class,2,PS-18760,Pamela Stobb,Consumer,United States,San Antonio,Texas,78207    ,Central,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,105.70,1.00,30%,-28.69,-27%
9577,CA-2015-143147,26-05-2015,May,2015,28-05-2015,Second Class,2,PS-18760,Pamela Stobb,Consumer,United States,San Antonio,Texas,78207    ,Central,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,399.50,2.00,40%,-79.91,-20%
9578,CA-2015-143147,26-05-2015,May,2015,28-05-2015,Second Class,2,PS-18760,Pamela Stobb,Consumer,United States,San Antonio,Texas,78207    ,Central,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",104.90,5.00,30%,-4.50,-4%
9579,CA-2017-152975,14-09-2017,Sep,2017,16-09-2017,First Class,2,RB-19705,Roger Barcio,Home Office,United States,New York City,New York,10035    ,East,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1079.90,3.00,0%,323.96,30%
9580,CA-2017-152975,14-09-2017,Sep,2017,16-09-2017,First Class,2,RB-19705,Roger Barcio,Home Office,United States,New York City,New York,10035    ,East,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,71.00,1.00,0%,3.55,5%
9581,CA-2017-152975,14-09-2017,Sep,2017,16-09-2017,First Class,2,RB-19705,Roger Barcio,Home Office,United States,New York City,New York,10035    ,East,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,30.00,5.00,0%,8.69,29%
9582,CA-2017-152975,14-09-2017,Sep,2017,16-09-2017,First Class,2,RB-19705,Roger Barcio,Home Office,United States,New York City,New York,10035    ,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.40,5.00,10%,-6.55,-1%
9583,CA-2016-107475,07-06-2016,Jun,2016,11-06-2016,Standard Class,4,RS-19870,Roy Skaria,Home Office,United States,Philadelphia,Pennsylvania,19120    ,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,9.60,6.00,20%,3.50,36%
9584,CA-2017-116127,25-06-2017,Jun,2017,27-06-2017,Second Class,2,SB-20185,Sarah Brown,Consumer,United States,New York City,New York,10024    ,East,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,400.80,1.00,20%,-5.01,-1%
9585,CA-2017-132584,26-08-2017,Aug,2017,27-08-2017,First Class,1,HJ-14875,Heather Jas,Home Office,United States,Detroit,Michigan,48234    ,Central,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",53.70,4.00,0%,13.97,26%
9586,CA-2016-160598,26-08-2016,Aug,2016,28-08-2016,First Class,2,SV-20815,Stuart Van,Corporate,United States,Miami,Florida,33142    ,South,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,31.00,1.00,20%,11.24,36%
9587,CA-2016-108630,18-11-2016,Nov,2016,18-11-2016,Same Day,0,BE-11410,Bobby Elias,Consumer,United States,Concord,California,94521    ,West,OFF-BI-10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers,61.10,5.00,20%,22.16,36%
9588,US-2017-129203,17-04-2017,Apr,2017,22-04-2017,Standard Class,5,BM-11575,Brendan Murry,Corporate,United States,Chicago,Illinois,60653    ,Central,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,195.10,4.00,20%,-43.91,-23%
9589,CA-2017-110940,23-07-2017,Jul,2017,28-07-2017,Standard Class,5,AZ-10750,Annie Zypern,Consumer,United States,Wheeling,Illinois,60090    ,Central,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",121.50,4.00,20%,15.19,13%
9590,CA-2014-119172,11-05-2014,May,2014,15-05-2014,Standard Class,4,HD-14785,Harold Dahlen,Home Office,United States,Chicago,Illinois,60610    ,Central,OFF-PA-10003036,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17.50,3.00,20%,5.68,33%
9591,CA-2014-119172,11-05-2014,May,2014,15-05-2014,Standard Class,4,HD-14785,Harold Dahlen,Home Office,United States,Chicago,Illinois,60610    ,Central,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,104.60,9.00,80%,-172.56,-165%
9592,US-2016-105452,28-07-2016,Jul,2016,01-08-2016,Standard Class,4,BF-11005,Barry Franz,Home Office,United States,Pasadena,Texas,77506    ,Central,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",24.70,5.00,60%,-9.88,-40%
9593,US-2016-105452,28-07-2016,Jul,2016,01-08-2016,Standard Class,4,BF-11005,Barry Franz,Home Office,United States,Pasadena,Texas,77506    ,Central,FUR-FU-10003806,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",302.70,5.00,60%,-378.40,-125%
9594,CA-2017-108931,14-09-2017,Sep,2017,19-09-2017,Standard Class,5,HZ-14950,Henia Zydlo,Consumer,United States,New York City,New York,10024    ,East,OFF-PA-10002741,Office Supplies,Paper,Xerox 1980,8.60,2.00,0%,3.85,45%
9595,CA-2017-108931,14-09-2017,Sep,2017,19-09-2017,Standard Class,5,HZ-14950,Henia Zydlo,Consumer,United States,New York City,New York,10024    ,East,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,11.60,2.00,0%,5.66,49%
9596,CA-2017-104619,24-01-2017,Jan,2017,29-01-2017,Standard Class,5,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123    ,West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",25.90,3.00,0%,6.72,26%
9597,CA-2017-104619,24-01-2017,Jan,2017,29-01-2017,Standard Class,5,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123    ,West,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,276.80,2.00,20%,89.95,33%
9598,CA-2017-104619,24-01-2017,Jan,2017,29-01-2017,Standard Class,5,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123    ,West,TEC-PH-10000193,Technology,Phones,Jensen SMPS-640 - speaker phone,110.40,3.00,20%,8.28,8%
9599,CA-2015-149517,19-09-2015,Sep,2015,23-09-2015,Standard Class,4,FC-14245,Frank Carlisle,Home Office,United States,Sacramento,California,95823    ,West,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",60.80,3.00,0%,19.47,32%
9600,CA-2015-116841,14-04-2015,Apr,2015,18-04-2015,Standard Class,4,TP-21130,Theone Pippenger,Consumer,United States,Springfield,Oregon,97477    ,West,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,35.20,1.00,20%,2.64,8%
9601,CA-2017-107797,08-05-2017,May,2017,11-05-2017,Second Class,3,EB-13705,Ed Braxton,Corporate,United States,Mansfield,Texas,76063    ,Central,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,41.50,8.00,20%,14.52,35%
9602,CA-2016-117604,04-09-2016,Sep,2016,09-09-2016,Standard Class,5,JP-15520,Jeremy Pistek,Consumer,United States,Jonesboro,Arkansas,72401    ,South,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,239.50,5.00,0%,114.96,48%
9603,CA-2014-130155,19-05-2014,May,2014,22-05-2014,First Class,3,TD-20995,Tamara Dahlen,Consumer,United States,Virginia Beach,Virginia,23464    ,South,OFF-SU-10004737,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,34.20,5.00,0%,9.23,27%
9604,CA-2016-129861,17-06-2016,Jun,2016,23-06-2016,Standard Class,6,DM-13345,Denise Monton,Corporate,United States,Rochester,New York,14609    ,East,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,376.90,3.00,40%,-213.56,-57%
9605,CA-2015-138625,02-11-2015,Nov,2015,05-11-2015,First Class,3,EG-13900,Emily Grady,Consumer,United States,Chesapeake,Virginia,23320    ,South,OFF-AP-10003099,Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless",197.70,4.00,0%,55.36,28%
9606,US-2017-122672,04-11-2017,Nov,2017,09-11-2017,Standard Class,5,HG-14965,Henry Goldwyn,Corporate,United States,Lancaster,Ohio,43130    ,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,70.70,4.00,20%,-6.19,-9%
9607,US-2017-122672,04-11-2017,Nov,2017,09-11-2017,Standard Class,5,HG-14965,Henry Goldwyn,Corporate,United States,Lancaster,Ohio,43130    ,East,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",194.40,3.00,20%,-43.73,-23%
9608,CA-2017-117128,05-12-2017,Dec,2017,08-12-2017,Second Class,3,BF-11080,Bart Folk,Consumer,United States,New York City,New York,10024    ,East,OFF-PA-10000007,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",21.60,6.00,0%,9.94,46%
9609,CA-2017-117128,05-12-2017,Dec,2017,08-12-2017,Second Class,3,BF-11080,Bart Folk,Consumer,United States,New York City,New York,10024    ,East,OFF-LA-10000248,Office Supplies,Labels,Avery 52,11.10,3.00,0%,5.20,47%
9610,CA-2016-130638,16-05-2016,May,2016,19-05-2016,Second Class,3,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90045    ,West,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",282.80,4.00,0%,19.80,7%
9611,CA-2016-130638,16-05-2016,May,2016,19-05-2016,Second Class,3,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90045    ,West,OFF-LA-10002195,Office Supplies,Labels,Avery 481,27.70,9.00,0%,13.31,48%
9612,CA-2017-144365,24-10-2017,Oct,2017,30-10-2017,Standard Class,6,CS-11950,Carlos Soltero,Consumer,United States,Jackson,Mississippi,39212    ,South,OFF-FA-10000735,Office Supplies,Fasteners,Staples,11.70,4.00,0%,5.26,45%
9613,CA-2016-110086,18-09-2016,Sep,2016,22-09-2016,Standard Class,4,BD-11320,Bill Donatelli,Consumer,United States,Woodland,California,95695    ,West,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,240.00,2.00,20%,24.00,10%
9614,CA-2014-128524,11-11-2014,Nov,2014,13-11-2014,First Class,2,MZ-17515,Mary Zewe,Corporate,United States,Seattle,Washington,98115    ,West,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,23.00,1.00,0%,6.89,30%
9615,CA-2014-128524,11-11-2014,Nov,2014,13-11-2014,First Class,2,MZ-17515,Mary Zewe,Corporate,United States,Seattle,Washington,98115    ,West,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,102.10,7.00,0%,15.32,15%
9616,CA-2014-128524,11-11-2014,Nov,2014,13-11-2014,First Class,2,MZ-17515,Mary Zewe,Corporate,United States,Seattle,Washington,98115    ,West,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,2033.60,2.00,20%,762.59,38%
9617,CA-2016-140256,22-08-2016,Aug,2016,29-08-2016,Standard Class,7,PW-19030,Pauline Webber,Corporate,United States,Los Angeles,California,90049    ,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,5.80,2.00,0%,1.67,29%
9618,CA-2017-160633,16-11-2017,Nov,2017,21-11-2017,Standard Class,5,BS-11380,Bill Stewart,Corporate,United States,Bowling Green,Ohio,43402    ,East,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,900.00,3.00,40%,75.00,8%
9619,CA-2017-160633,16-11-2017,Nov,2017,21-11-2017,Standard Class,5,BS-11380,Bill Stewart,Corporate,United States,Bowling Green,Ohio,43402    ,East,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.40,3.00,20%,5.40,6%
9620,CA-2017-160633,16-11-2017,Nov,2017,21-11-2017,Standard Class,5,BS-11380,Bill Stewart,Corporate,United States,Bowling Green,Ohio,43402    ,East,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,140.00,5.00,20%,-1.75,-1%
9621,CA-2014-115133,26-09-2014,Sep,2014,30-09-2014,Standard Class,4,DA-13450,Dianna Arnett,Home Office,United States,Lancaster,Ohio,43130    ,East,OFF-AP-10001634,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,16.70,6.00,20%,1.25,8%
9622,CA-2014-115133,26-09-2014,Sep,2014,30-09-2014,Standard Class,4,DA-13450,Dianna Arnett,Home Office,United States,Lancaster,Ohio,43130    ,East,TEC-AC-10002370,Technology,Accessories,Maxell CD-R Discs,3.20,2.00,20%,0.47,15%
9623,CA-2014-115133,26-09-2014,Sep,2014,30-09-2014,Standard Class,4,DA-13450,Dianna Arnett,Home Office,United States,Lancaster,Ohio,43130    ,East,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.90,4.00,20%,11.10,34%
9624,CA-2017-137449,29-06-2017,Jun,2017,30-06-2017,First Class,1,ME-17725,Max Engle,Consumer,United States,Dallas,Texas,75220    ,Central,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,21.40,2.00,80%,-54.55,-255%
9625,CA-2017-137449,29-06-2017,Jun,2017,30-06-2017,First Class,1,ME-17725,Max Engle,Consumer,United States,Dallas,Texas,75220    ,Central,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,307.30,3.00,30%,-39.51,-13%
9626,CA-2017-137449,29-06-2017,Jun,2017,30-06-2017,First Class,1,ME-17725,Max Engle,Consumer,United States,Dallas,Texas,75220    ,Central,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,410.00,3.00,32%,-96.47,-24%
9627,CA-2017-103520,23-09-2017,Sep,2017,25-09-2017,First Class,2,MH-17785,Maya Herman,Corporate,United States,Lubbock,Texas,79424    ,Central,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,9.20,2.00,20%,3.35,36%
9628,CA-2014-139283,23-11-2014,Nov,2014,27-11-2014,Standard Class,4,BT-11440,Bobby Trafton,Consumer,United States,Detroit,Michigan,48227    ,Central,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,14.70,3.00,0%,6.75,46%
9629,CA-2014-118192,13-01-2014,Jan,2014,18-01-2014,Standard Class,5,MM-17920,Michael Moore,Consumer,United States,Newark,Ohio,43055    ,East,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,37.40,7.00,20%,13.09,35%
9630,CA-2014-118192,13-01-2014,Jan,2014,18-01-2014,Standard Class,5,MM-17920,Michael Moore,Consumer,United States,Newark,Ohio,43055    ,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,3.40,2.00,70%,-2.52,-73%
9631,CA-2016-168844,31-05-2016,May,2016,06-06-2016,Standard Class,6,NM-18520,Neoma Murray,Consumer,United States,New York City,New York,10011    ,East,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,7.20,3.00,20%,2.32,33%
9632,CA-2016-168844,31-05-2016,May,2016,06-06-2016,Standard Class,6,NM-18520,Neoma Murray,Consumer,United States,New York City,New York,10011    ,East,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,179.70,6.00,0%,88.05,49%
9633,CA-2017-154809,13-02-2017,Feb,2017,17-02-2017,Standard Class,4,MH-17455,Mark Hamilton,Consumer,United States,Minneapolis,Minnesota,55407    ,Central,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",90.60,8.00,0%,38.98,43%
9634,CA-2014-151330,14-10-2014,Oct,2014,17-10-2014,First Class,3,TC-21295,Toby Carlisle,Consumer,United States,Everett,Massachusetts,2149    ,East,TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,177.00,3.00,0%,30.09,17%
9635,CA-2014-151330,14-10-2014,Oct,2014,17-10-2014,First Class,3,TC-21295,Toby Carlisle,Consumer,United States,Everett,Massachusetts,2149    ,East,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",79.50,7.00,0%,22.25,28%
9636,CA-2014-151330,14-10-2014,Oct,2014,17-10-2014,First Class,3,TC-21295,Toby Carlisle,Consumer,United States,Everett,Massachusetts,2149    ,East,FUR-CH-10000749,Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,1628.80,9.00,0%,260.61,16%
9637,CA-2014-124702,18-11-2014,Nov,2014,25-11-2014,Standard Class,7,MH-17785,Maya Herman,Corporate,United States,Seattle,Washington,98105    ,West,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",137.50,2.00,0%,55.02,40%
9638,CA-2014-124702,18-11-2014,Nov,2014,25-11-2014,Standard Class,7,MH-17785,Maya Herman,Corporate,United States,Seattle,Washington,98105    ,West,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",730.20,4.00,0%,94.93,13%
9639,US-2017-125808,12-11-2017,Nov,2017,15-11-2017,Second Class,3,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,90032    ,West,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,11.60,2.00,0%,5.66,49%
9640,CA-2015-116638,28-01-2015,Jan,2015,31-01-2015,Second Class,3,JH-15985,Joseph Holt,Consumer,United States,Concord,North Carolina,28027    ,South,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,4297.60,13.00,40%,-1862.31,-43%
9641,CA-2014-104563,07-03-2014,Mar,2014,12-03-2014,Standard Class,5,CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103    ,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,20.70,5.00,0%,9.50,46%
9642,CA-2014-104563,07-03-2014,Mar,2014,12-03-2014,Standard Class,5,CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103    ,West,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",204.90,5.00,0%,0.00,0%
9643,CA-2014-104563,07-03-2014,Mar,2014,12-03-2014,Standard Class,5,CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103    ,West,FUR-CH-10002780,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms,436.70,6.00,20%,21.84,5%
9644,CA-2014-104563,07-03-2014,Mar,2014,12-03-2014,Standard Class,5,CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103    ,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",481.60,2.00,20%,54.18,11%
9645,US-2017-107979,08-06-2017,Jun,2017,13-06-2017,Standard Class,5,FO-14305,Frank Olsen,Consumer,United States,Glendale,Arizona,85301    ,West,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,89.50,7.00,20%,12.31,14%
9646,US-2017-107979,08-06-2017,Jun,2017,13-06-2017,Standard Class,5,FO-14305,Frank Olsen,Consumer,United States,Glendale,Arizona,85301    ,West,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,35.20,2.00,20%,-8.35,-24%
9647,US-2017-107979,08-06-2017,Jun,2017,13-06-2017,Standard Class,5,FO-14305,Frank Olsen,Consumer,United States,Glendale,Arizona,85301    ,West,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,72.60,2.00,70%,-48.39,-67%
9648,CA-2014-150518,19-11-2014,Nov,2014,24-11-2014,Standard Class,5,MW-18220,Mitch Webber,Consumer,United States,Coon Rapids,Minnesota,55433    ,Central,OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,221.20,4.00,0%,57.50,26%
9649,CA-2014-150518,19-11-2014,Nov,2014,24-11-2014,Standard Class,5,MW-18220,Mitch Webber,Consumer,United States,Coon Rapids,Minnesota,55433    ,Central,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,282.00,3.00,0%,78.95,28%
9650,CA-2016-107104,26-11-2016,Nov,2016,30-11-2016,Standard Class,4,MS-17365,Maribeth Schnelling,Consumer,United States,Los Angeles,California,90045    ,West,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,3406.70,8.00,15%,160.31,5%
9651,CA-2016-107104,26-11-2016,Nov,2016,30-11-2016,Standard Class,4,MS-17365,Maribeth Schnelling,Consumer,United States,Los Angeles,California,90045    ,West,OFF-AR-10004269,Office Supplies,Art,Newell 31,37.20,9.00,0%,10.41,28%
9652,CA-2016-107104,26-11-2016,Nov,2016,30-11-2016,Standard Class,4,MS-17365,Maribeth Schnelling,Consumer,United States,Los Angeles,California,90045    ,West,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,65.00,2.00,0%,19.49,30%
9653,CA-2016-107104,26-11-2016,Nov,2016,30-11-2016,Standard Class,4,MS-17365,Maribeth Schnelling,Consumer,United States,Los Angeles,California,90045    ,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.40,6.00,0%,297.69,50%
9654,CA-2017-161893,23-01-2017,Jan,2017,27-01-2017,Standard Class,4,HP-14815,Harold Pawlan,Home Office,United States,Tucson,Arizona,85705    ,West,TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,96.00,2.00,20%,12.00,13%
